Split,train,test,Model_ID,Attribute
4,0.9405797101449276,0.9260869565217391,svm,0.6000000000000001
0,0.9420289855072463,0.9333333333333333,svm,0.7000000000000001
1,0.9416666666666667,0.927536231884058,svm,0.7000000000000001
2,0.9347826086956522,0.9594202898550724,svm,0.7000000000000001
3,0.9384057971014492,0.9333333333333333,svm,0.7000000000000001
4,0.9409420289855073,0.927536231884058,svm,0.7000000000000001
0,0.9416666666666667,0.9333333333333333,svm,0.8
1,0.9420289855072463,0.927536231884058,svm,0.8
2,0.936231884057971,0.9594202898550724,svm,0.8
3,0.938768115942029,0.9347826086956522,svm,0.8
4,0.9420289855072463,0.927536231884058,svm,0.8
0,0.9405797101449276,0.9333333333333333,svm,0.9
1,0.9431159420289855,0.9289855072463769,svm,0.9
2,0.936231884057971,0.9594202898550724,svm,0.9
3,0.9394927536231884,0.936231884057971,svm,0.9
4,0.9423913043478261,0.9231884057971015,svm,0.9
0,0.9405797101449276,0.9333333333333333,svm,1.0
1,0.9434782608695652,0.9289855072463769,svm,1.0
2,0.9344202898550724,0.9594202898550724,svm,1.0
3,0.9391304347826087,0.9347826086956522,svm,1.0
4,0.9423913043478261,0.9231884057971015,svm,1.0
0,0.941304347826087,0.9347826086956522,svm,1.1
1,0.9438405797101449,0.9289855072463769,svm,1.1
2,0.9347826086956522,0.9579710144927536,svm,1.1
3,0.9394927536231884,0.9347826086956522,svm,1.1
4,0.9416666666666667,0.9231884057971015,svm,1.1
0,0.941304347826087,0.936231884057971,svm,1.2000000000000002
1,0.9442028985507246,0.9304347826086956,svm,1.2000000000000002
2,0.9355072463768116,0.9594202898550724,svm,1.2000000000000002
3,0.938768115942029,0.9347826086956522,svm,1.2000000000000002
4,0.9416666666666667,0.9246376811594202,svm,1.2000000000000002
0,0.941304347826087,0.9333333333333333,svm,1.3
1,0.9438405797101449,0.9289855072463769,svm,1.3
2,0.9344202898550724,0.9594202898550724,svm,1.3
3,0.9394927536231884,0.9333333333333333,svm,1.3
4,0.9427536231884058,0.9246376811594202,svm,1.3
0,0.9402173913043478,0.9333333333333333,svm,1.4000000000000001
1,0.9438405797101449,0.9318840579710145,svm,1.4000000000000001
2,0.9333333333333333,0.9623188405797102,svm,1.4000000000000001
3,0.9391304347826087,0.9318840579710145,svm,1.4000000000000001
4,0.9431159420289855,0.9246376811594202,svm,1.4000000000000001
0,0.9394927536231884,0.9318840579710145,svm,1.5
1,0.9442028985507246,0.9304347826086956,svm,1.5
2,0.933695652173913,0.9623188405797102,svm,1.5
3,0.9384057971014492,0.9318840579710145,svm,1.5
4,0.9431159420289855,0.9246376811594202,svm,1.5
0,0.9402173913043478,0.9304347826086956,svm,1.6
1,0.9442028985507246,0.9304347826086956,svm,1.6
2,0.9340579710144927,0.9623188405797102,svm,1.6
3,0.938768115942029,0.9318840579710145,svm,1.6
4,0.9423913043478261,0.9246376811594202,svm,1.6
0,0.9398550724637681,0.9304347826086956,svm,1.7000000000000002
1,0.9434782608695652,0.9304347826086956,svm,1.7000000000000002
2,0.9344202898550724,0.9594202898550724,svm,1.7000000000000002
3,0.938768115942029,0.9333333333333333,svm,1.7000000000000002
4,0.9423913043478261,0.9246376811594202,svm,1.7000000000000002
0,0.9402173913043478,0.9318840579710145,svm,1.8
1,0.9431159420289855,0.9289855072463769,svm,1.8
2,0.9344202898550724,0.9594202898550724,svm,1.8
3,0.9391304347826087,0.9304347826086956,svm,1.8
4,0.9420289855072463,0.9246376811594202,svm,1.8
0,0.9402173913043478,0.9318840579710145,svm,1.9000000000000001
1,0.9431159420289855,0.9304347826086956,svm,1.9000000000000001
2,0.9347826086956522,0.9594202898550724,svm,1.9000000000000001
3,0.938768115942029,0.9333333333333333,svm,1.9000000000000001
4,0.9423913043478261,0.9246376811594202,svm,1.9000000000000001
0,0.9402173913043478,0.9318840579710145,svm,2.0
1,0.9431159420289855,0.9318840579710145,svm,2.0
2,0.9355072463768116,0.9623188405797102,svm,2.0
3,0.938768115942029,0.9347826086956522,svm,2.0
4,0.9427536231884058,0.9231884057971015,svm,2.0
0,0.9402173913043478,0.9304347826086956,svm,2.1
1,0.9434782608695652,0.9318840579710145,svm,2.1
2,0.9358695652173913,0.9623188405797102,svm,2.1
3,0.938768115942029,0.9333333333333333,svm,2.1
4,0.9434782608695652,0.9231884057971015,svm,2.1
0,0.9402173913043478,0.9304347826086956,svm,2.2
1,0.9434782608695652,0.9318840579710145,svm,2.2
2,0.9347826086956522,0.9623188405797102,svm,2.2
3,0.9391304347826087,0.9333333333333333,svm,2.2
4,0.9438405797101449,0.9217391304347826,svm,2.2
0,0.9405797101449276,0.9289855072463769,svm,2.3000000000000003
1,0.9434782608695652,0.9318840579710145,svm,2.3000000000000003
2,0.9347826086956522,0.9623188405797102,svm,2.3000000000000003
3,0.9398550724637681,0.9318840579710145,svm,2.3000000000000003
4,0.9434782608695652,0.9217391304347826,svm,2.3000000000000003
0,0.9405797101449276,0.9289855072463769,svm,2.4000000000000004
1,0.9434782608695652,0.9318840579710145,svm,2.4000000000000004
2,0.9351449275362319,0.9637681159420289,svm,2.4000000000000004
3,0.9394927536231884,0.9333333333333333,svm,2.4000000000000004
4,0.9434782608695652,0.9217391304347826,svm,2.4000000000000004
0,0.9409420289855073,0.9289855072463769,svm,2.5
1,0.9434782608695652,0.9318840579710145,svm,2.5
2,0.9351449275362319,0.9637681159420289,svm,2.5
3,0.9394927536231884,0.9333333333333333,svm,2.5
4,0.9434782608695652,0.9231884057971015,svm,2.5
0,0.9416666666666667,0.927536231884058,svm,2.6
1,0.9438405797101449,0.9318840579710145,svm,2.6
2,0.9347826086956522,0.9637681159420289,svm,2.6
3,0.9394927536231884,0.9333333333333333,svm,2.6
4,0.9431159420289855,0.9217391304347826,svm,2.6
0,0.9420289855072463,0.927536231884058,svm,2.7
1,0.9442028985507246,0.9318840579710145,svm,2.7
2,0.9347826086956522,0.9623188405797102,svm,2.7
3,0.9394927536231884,0.9333333333333333,svm,2.7
4,0.9431159420289855,0.9217391304347826,svm,2.7
0,0.9420289855072463,0.927536231884058,svm,2.8000000000000003
1,0.9449275362318841,0.9318840579710145,svm,2.8000000000000003
2,0.9344202898550724,0.9637681159420289,svm,2.8000000000000003
3,0.9398550724637681,0.9333333333333333,svm,2.8000000000000003
4,0.9434782608695652,0.9202898550724637,svm,2.8000000000000003
0,0.9416666666666667,0.9289855072463769,svm,2.9000000000000004
1,0.9445652173913044,0.9318840579710145,svm,2.9000000000000004
2,0.9351449275362319,0.9608695652173913,svm,2.9000000000000004
3,0.9398550724637681,0.9333333333333333,svm,2.9000000000000004
4,0.9434782608695652,0.9231884057971015,svm,2.9000000000000004
0,0.9416666666666667,0.927536231884058,svm,3.0
1,0.9445652173913044,0.9318840579710145,svm,3.0
2,0.9351449275362319,0.9608695652173913,svm,3.0
3,0.9394927536231884,0.9333333333333333,svm,3.0
4,0.9434782608695652,0.9217391304347826,svm,3.0
0,0.9416666666666667,0.9289855072463769,svm,3.1
1,0.9445652173913044,0.9318840579710145,svm,3.1
2,0.9351449275362319,0.9608695652173913,svm,3.1
3,0.9394927536231884,0.9333333333333333,svm,3.1
4,0.9434782608695652,0.9217391304347826,svm,3.1
0,0.9416666666666667,0.9289855072463769,svm,3.2
1,0.9449275362318841,0.9318840579710145,svm,3.2
2,0.9347826086956522,0.9608695652173913,svm,3.2
3,0.9391304347826087,0.9333333333333333,svm,3.2
4,0.9434782608695652,0.9217391304347826,svm,3.2
0,0.9423913043478261,0.9304347826086956,svm,3.3000000000000003
1,0.9449275362318841,0.9318840579710145,svm,3.3000000000000003
2,0.9347826086956522,0.9594202898550724,svm,3.3000000000000003
3,0.9394927536231884,0.9333333333333333,svm,3.3000000000000003
4,0.9438405797101449,0.9202898550724637,svm,3.3000000000000003
0,0.9423913043478261,0.9289855072463769,svm,3.4000000000000004
1,0.9449275362318841,0.9318840579710145,svm,3.4000000000000004
2,0.9344202898550724,0.9594202898550724,svm,3.4000000000000004
3,0.938768115942029,0.9333333333333333,svm,3.4000000000000004
4,0.9434782608695652,0.9202898550724637,svm,3.4000000000000004
0,0.9423913043478261,0.9289855072463769,svm,3.5
1,0.9445652173913044,0.9318840579710145,svm,3.5
2,0.9344202898550724,0.9594202898550724,svm,3.5
3,0.938768115942029,0.9333333333333333,svm,3.5
4,0.9434782608695652,0.9202898550724637,svm,3.5
0,0.9416666666666667,0.9289855072463769,svm,3.6
1,0.9445652173913044,0.9318840579710145,svm,3.6
2,0.9344202898550724,0.9594202898550724,svm,3.6
3,0.938768115942029,0.9333333333333333,svm,3.6
4,0.9434782608695652,0.9202898550724637,svm,3.6
0,0.9416666666666667,0.9289855072463769,svm,3.7
1,0.9445652173913044,0.9318840579710145,svm,3.7
2,0.9344202898550724,0.9594202898550724,svm,3.7
3,0.938768115942029,0.9347826086956522,svm,3.7
4,0.9438405797101449,0.9202898550724637,svm,3.7
0,0.941304347826087,0.927536231884058,svm,3.8000000000000003
1,0.9445652173913044,0.9318840579710145,svm,3.8000000000000003
2,0.9347826086956522,0.9594202898550724,svm,3.8000000000000003
3,0.938768115942029,0.9347826086956522,svm,3.8000000000000003
4,0.9434782608695652,0.9217391304347826,svm,3.8000000000000003
0,0.941304347826087,0.927536231884058,svm,3.9000000000000004
1,0.9442028985507246,0.9318840579710145,svm,3.9000000000000004
2,0.9347826086956522,0.9594202898550724,svm,3.9000000000000004
3,0.9391304347826087,0.9333333333333333,svm,3.9000000000000004
4,0.9442028985507246,0.9217391304347826,svm,3.9000000000000004
0,0.941304347826087,0.927536231884058,svm,4.0
1,0.9449275362318841,0.9318840579710145,svm,4.0
2,0.9347826086956522,0.9594202898550724,svm,4.0
3,0.9391304347826087,0.9333333333333333,svm,4.0
4,0.9442028985507246,0.9217391304347826,svm,4.0
0,0.941304347826087,0.927536231884058,svm,4.1000000000000005
1,0.9449275362318841,0.9318840579710145,svm,4.1000000000000005
2,0.9351449275362319,0.9594202898550724,svm,4.1000000000000005
3,0.9391304347826087,0.9333333333333333,svm,4.1000000000000005
4,0.9442028985507246,0.9202898550724637,svm,4.1000000000000005
0,0.941304347826087,0.927536231884058,svm,4.2
1,0.9445652173913044,0.9318840579710145,svm,4.2
2,0.9351449275362319,0.9594202898550724,svm,4.2
3,0.9394927536231884,0.9333333333333333,svm,4.2
4,0.9442028985507246,0.9217391304347826,svm,4.2
0,0.9423913043478261,0.927536231884058,svm,4.3
1,0.9445652173913044,0.9318840579710145,svm,4.3
2,0.9351449275362319,0.9594202898550724,svm,4.3
3,0.9394927536231884,0.9333333333333333,svm,4.3
4,0.9442028985507246,0.9217391304347826,svm,4.3
0,0.9427536231884058,0.927536231884058,svm,4.4
1,0.9445652173913044,0.9318840579710145,svm,4.4
2,0.9351449275362319,0.9608695652173913,svm,4.4
3,0.9394927536231884,0.9333333333333333,svm,4.4
4,0.9442028985507246,0.9217391304347826,svm,4.4
0,0.9431159420289855,0.927536231884058,svm,4.5
1,0.9442028985507246,0.9318840579710145,svm,4.5
2,0.9347826086956522,0.9608695652173913,svm,4.5
3,0.9394927536231884,0.9333333333333333,svm,4.5
4,0.9445652173913044,0.9231884057971015,svm,4.5
0,0.9431159420289855,0.9260869565217391,svm,4.6000000000000005
1,0.9438405797101449,0.9318840579710145,svm,4.6000000000000005
2,0.9347826086956522,0.9623188405797102,svm,4.6000000000000005
3,0.9398550724637681,0.9333333333333333,svm,4.6000000000000005
4,0.9445652173913044,0.9231884057971015,svm,4.6000000000000005
0,0.9431159420289855,0.9260869565217391,svm,4.7
1,0.9438405797101449,0.9318840579710145,svm,4.7
2,0.9347826086956522,0.9623188405797102,svm,4.7
3,0.9398550724637681,0.9333333333333333,svm,4.7
4,0.9438405797101449,0.9231884057971015,svm,4.7
0,0.9431159420289855,0.9260869565217391,svm,4.800000000000001
1,0.9434782608695652,0.9318840579710145,svm,4.800000000000001
2,0.9347826086956522,0.9623188405797102,svm,4.800000000000001
3,0.9398550724637681,0.9333333333333333,svm,4.800000000000001
4,0.9442028985507246,0.9231884057971015,svm,4.800000000000001
0,0.9431159420289855,0.9260869565217391,svm,4.9
1,0.9434782608695652,0.9318840579710145,svm,4.9
2,0.9347826086956522,0.9623188405797102,svm,4.9
3,0.9398550724637681,0.9333333333333333,svm,4.9
4,0.9442028985507246,0.9231884057971015,svm,4.9
0,0.9431159420289855,0.9260869565217391,svm,5.0
1,0.9434782608695652,0.9318840579710145,svm,5.0
2,0.9347826086956522,0.9623188405797102,svm,5.0
3,0.9398550724637681,0.9333333333333333,svm,5.0
4,0.9442028985507246,0.9231884057971015,svm,5.0
0,0.9431159420289855,0.9260869565217391,svm,5.1000000000000005
1,0.9434782608695652,0.9318840579710145,svm,5.1000000000000005
2,0.9340579710144927,0.9623188405797102,svm,5.1000000000000005
3,0.9398550724637681,0.9333333333333333,svm,5.1000000000000005
4,0.9442028985507246,0.9231884057971015,svm,5.1000000000000005
0,0.9431159420289855,0.9260869565217391,svm,5.2
1,0.9434782608695652,0.9318840579710145,svm,5.2
2,0.9340579710144927,0.9623188405797102,svm,5.2
3,0.9398550724637681,0.9333333333333333,svm,5.2
4,0.9442028985507246,0.9231884057971015,svm,5.2
0,0.9431159420289855,0.9260869565217391,svm,5.300000000000001
1,0.9434782608695652,0.9318840579710145,svm,5.300000000000001
2,0.9340579710144927,0.9623188405797102,svm,5.300000000000001
3,0.9402173913043478,0.9333333333333333,svm,5.300000000000001
4,0.9442028985507246,0.9231884057971015,svm,5.300000000000001
0,0.9431159420289855,0.9260869565217391,svm,5.4
1,0.9431159420289855,0.9318840579710145,svm,5.4
2,0.933695652173913,0.9623188405797102,svm,5.4
3,0.9402173913043478,0.9333333333333333,svm,5.4
4,0.9442028985507246,0.9231884057971015,svm,5.4
0,0.9434782608695652,0.9260869565217391,svm,5.5
1,0.9431159420289855,0.9318840579710145,svm,5.5
2,0.9329710144927537,0.9608695652173913,svm,5.5
3,0.9402173913043478,0.9333333333333333,svm,5.5
4,0.9442028985507246,0.9231884057971015,svm,5.5
0,0.9434782608695652,0.9260869565217391,svm,5.6000000000000005
1,0.9431159420289855,0.9318840579710145,svm,5.6000000000000005
2,0.933695652173913,0.9608695652173913,svm,5.6000000000000005
3,0.9402173913043478,0.9333333333333333,svm,5.6000000000000005
4,0.9442028985507246,0.9231884057971015,svm,5.6000000000000005
0,0.9434782608695652,0.9260869565217391,svm,5.7
1,0.9431159420289855,0.9318840579710145,svm,5.7
2,0.933695652173913,0.9608695652173913,svm,5.7
3,0.9402173913043478,0.9333333333333333,svm,5.7
4,0.9442028985507246,0.9231884057971015,svm,5.7
0,0.9431159420289855,0.9260869565217391,svm,5.800000000000001
1,0.9431159420289855,0.9318840579710145,svm,5.800000000000001
2,0.9333333333333333,0.9608695652173913,svm,5.800000000000001
3,0.9402173913043478,0.9333333333333333,svm,5.800000000000001
4,0.9445652173913044,0.9231884057971015,svm,5.800000000000001
0,0.9431159420289855,0.9260869565217391,svm,5.9
1,0.9431159420289855,0.9318840579710145,svm,5.9
2,0.9333333333333333,0.9608695652173913,svm,5.9
3,0.9402173913043478,0.9333333333333333,svm,5.9
4,0.9445652173913044,0.9231884057971015,svm,5.9
0,0.9427536231884058,0.9260869565217391,svm,6.0
1,0.9431159420289855,0.9318840579710145,svm,6.0
2,0.933695652173913,0.9608695652173913,svm,6.0
3,0.9402173913043478,0.9333333333333333,svm,6.0
4,0.9445652173913044,0.9231884057971015,svm,6.0
0,0.9423913043478261,0.9260869565217391,svm,6.1000000000000005
1,0.9431159420289855,0.9318840579710145,svm,6.1000000000000005
2,0.933695652173913,0.9608695652173913,svm,6.1000000000000005
3,0.9402173913043478,0.9333333333333333,svm,6.1000000000000005
4,0.9445652173913044,0.9231884057971015,svm,6.1000000000000005
0,0.9423913043478261,0.9260869565217391,svm,6.2
1,0.9427536231884058,0.9304347826086956,svm,6.2
2,0.9333333333333333,0.9608695652173913,svm,6.2
3,0.9402173913043478,0.9333333333333333,svm,6.2
4,0.9438405797101449,0.9231884057971015,svm,6.2
0,0.9427536231884058,0.9260869565217391,svm,6.300000000000001
1,0.9427536231884058,0.9304347826086956,svm,6.300000000000001
2,0.933695652173913,0.9623188405797102,svm,6.300000000000001
3,0.9402173913043478,0.9333333333333333,svm,6.300000000000001
4,0.9438405797101449,0.9231884057971015,svm,6.300000000000001
0,0.9423913043478261,0.9260869565217391,svm,6.4
1,0.9427536231884058,0.9304347826086956,svm,6.4
2,0.9344202898550724,0.9623188405797102,svm,6.4
3,0.9402173913043478,0.9333333333333333,svm,6.4
4,0.9438405797101449,0.9231884057971015,svm,6.4
0,0.9423913043478261,0.9260869565217391,svm,6.5
1,0.9427536231884058,0.9304347826086956,svm,6.5
2,0.9344202898550724,0.9623188405797102,svm,6.5
3,0.9402173913043478,0.9333333333333333,svm,6.5
4,0.9434782608695652,0.9231884057971015,svm,6.5
0,0.9423913043478261,0.9260869565217391,svm,6.6000000000000005
1,0.9427536231884058,0.9304347826086956,svm,6.6000000000000005
2,0.9344202898550724,0.9623188405797102,svm,6.6000000000000005
3,0.9402173913043478,0.9333333333333333,svm,6.6000000000000005
4,0.9434782608695652,0.9231884057971015,svm,6.6000000000000005
0,0.9423913043478261,0.9260869565217391,svm,6.7
1,0.9427536231884058,0.9289855072463769,svm,6.7
2,0.9344202898550724,0.9623188405797102,svm,6.7
3,0.9402173913043478,0.9333333333333333,svm,6.7
4,0.9438405797101449,0.9231884057971015,svm,6.7
0,0.9420289855072463,0.9260869565217391,svm,6.800000000000001
1,0.9427536231884058,0.9289855072463769,svm,6.800000000000001
2,0.9344202898550724,0.9623188405797102,svm,6.800000000000001
3,0.9398550724637681,0.9333333333333333,svm,6.800000000000001
4,0.9438405797101449,0.9231884057971015,svm,6.800000000000001
0,0.9420289855072463,0.9260869565217391,svm,6.9
1,0.9427536231884058,0.9289855072463769,svm,6.9
2,0.9344202898550724,0.9623188405797102,svm,6.9
3,0.9398550724637681,0.9333333333333333,svm,6.9
4,0.9442028985507246,0.9231884057971015,svm,6.9
0,0.9420289855072463,0.9260869565217391,svm,7.0
1,0.9427536231884058,0.9289855072463769,svm,7.0
2,0.9347826086956522,0.9623188405797102,svm,7.0
3,0.9398550724637681,0.9333333333333333,svm,7.0
4,0.9445652173913044,0.9231884057971015,svm,7.0
0,0.9420289855072463,0.9260869565217391,svm,7.1000000000000005
1,0.9427536231884058,0.9289855072463769,svm,7.1000000000000005
2,0.9347826086956522,0.9608695652173913,svm,7.1000000000000005
3,0.9398550724637681,0.9333333333333333,svm,7.1000000000000005
4,0.9445652173913044,0.9231884057971015,svm,7.1000000000000005
0,0.9420289855072463,0.9260869565217391,svm,7.2
1,0.9427536231884058,0.9289855072463769,svm,7.2
2,0.9347826086956522,0.9608695652173913,svm,7.2
3,0.9398550724637681,0.9333333333333333,svm,7.2
4,0.9442028985507246,0.9231884057971015,svm,7.2
0,0.9420289855072463,0.9260869565217391,svm,7.300000000000001
1,0.9427536231884058,0.9289855072463769,svm,7.300000000000001
2,0.9351449275362319,0.9608695652173913,svm,7.300000000000001
3,0.9398550724637681,0.9333333333333333,svm,7.300000000000001
4,0.9442028985507246,0.9246376811594202,svm,7.300000000000001
0,0.9423913043478261,0.9260869565217391,svm,7.4
1,0.9427536231884058,0.9289855072463769,svm,7.4
2,0.9351449275362319,0.9608695652173913,svm,7.4
3,0.9398550724637681,0.9333333333333333,svm,7.4
4,0.9442028985507246,0.9231884057971015,svm,7.4
0,0.9423913043478261,0.9260869565217391,svm,7.5
1,0.9427536231884058,0.9304347826086956,svm,7.5
2,0.9351449275362319,0.9608695652173913,svm,7.5
3,0.9398550724637681,0.9333333333333333,svm,7.5
4,0.9442028985507246,0.9217391304347826,svm,7.5
0,0.9427536231884058,0.9260869565217391,svm,7.6000000000000005
1,0.9427536231884058,0.9304347826086956,svm,7.6000000000000005
2,0.9355072463768116,0.9608695652173913,svm,7.6000000000000005
3,0.9398550724637681,0.9333333333333333,svm,7.6000000000000005
4,0.9442028985507246,0.9217391304347826,svm,7.6000000000000005
0,0.9431159420289855,0.9260869565217391,svm,7.7
1,0.9427536231884058,0.9318840579710145,svm,7.7
2,0.9351449275362319,0.9608695652173913,svm,7.7
3,0.9398550724637681,0.9333333333333333,svm,7.7
4,0.9442028985507246,0.9217391304347826,svm,7.7
0,0.9431159420289855,0.9260869565217391,svm,7.800000000000001
1,0.9427536231884058,0.9318840579710145,svm,7.800000000000001
2,0.9351449275362319,0.9608695652173913,svm,7.800000000000001
3,0.9398550724637681,0.9333333333333333,svm,7.800000000000001
4,0.9442028985507246,0.9217391304347826,svm,7.800000000000001
0,0.9431159420289855,0.9260869565217391,svm,7.9
1,0.9427536231884058,0.9318840579710145,svm,7.9
2,0.9355072463768116,0.9608695652173913,svm,7.9
3,0.9398550724637681,0.9333333333333333,svm,7.9
4,0.9438405797101449,0.9217391304347826,svm,7.9
0,0.9431159420289855,0.9260869565217391,svm,8.0
1,0.9427536231884058,0.9318840579710145,svm,8.0
2,0.9355072463768116,0.9608695652173913,svm,8.0
3,0.9398550724637681,0.9333333333333333,svm,8.0
4,0.9438405797101449,0.9217391304347826,svm,8.0
0,0.9434782608695652,0.9260869565217391,svm,8.1
1,0.9427536231884058,0.9333333333333333,svm,8.1
2,0.9355072463768116,0.9608695652173913,svm,8.1
3,0.9398550724637681,0.9333333333333333,svm,8.1
4,0.9438405797101449,0.9217391304347826,svm,8.1
0,0.9434782608695652,0.9260869565217391,svm,8.200000000000001
1,0.9423913043478261,0.9333333333333333,svm,8.200000000000001
2,0.9355072463768116,0.9608695652173913,svm,8.200000000000001
3,0.9398550724637681,0.9333333333333333,svm,8.200000000000001
4,0.9434782608695652,0.9217391304347826,svm,8.200000000000001
0,0.9434782608695652,0.9260869565217391,svm,8.3
1,0.9427536231884058,0.9333333333333333,svm,8.3
2,0.9355072463768116,0.9608695652173913,svm,8.3
3,0.9398550724637681,0.9333333333333333,svm,8.3
4,0.9434782608695652,0.9217391304347826,svm,8.3
0,0.9434782608695652,0.9260869565217391,svm,8.4
1,0.9427536231884058,0.9318840579710145,svm,8.4
2,0.9355072463768116,0.9608695652173913,svm,8.4
3,0.9398550724637681,0.9333333333333333,svm,8.4
4,0.9438405797101449,0.9217391304347826,svm,8.4
0,0.9438405797101449,0.9260869565217391,svm,8.5
1,0.9427536231884058,0.9318840579710145,svm,8.5
2,0.9355072463768116,0.9608695652173913,svm,8.5
3,0.9398550724637681,0.9333333333333333,svm,8.5
4,0.9438405797101449,0.9217391304347826,svm,8.5
0,0.9438405797101449,0.9260869565217391,svm,8.6
1,0.9427536231884058,0.9333333333333333,svm,8.6
2,0.9355072463768116,0.9608695652173913,svm,8.6
3,0.9398550724637681,0.9333333333333333,svm,8.6
4,0.9438405797101449,0.9217391304347826,svm,8.6
0,0.9438405797101449,0.9260869565217391,svm,8.700000000000001
1,0.9427536231884058,0.9333333333333333,svm,8.700000000000001
2,0.9355072463768116,0.9608695652173913,svm,8.700000000000001
3,0.9398550724637681,0.9333333333333333,svm,8.700000000000001
4,0.9438405797101449,0.9217391304347826,svm,8.700000000000001
0,0.9438405797101449,0.9260869565217391,svm,8.8
1,0.9431159420289855,0.9333333333333333,svm,8.8
2,0.9351449275362319,0.9608695652173913,svm,8.8
3,0.9398550724637681,0.9333333333333333,svm,8.8
4,0.9434782608695652,0.9217391304347826,svm,8.8
0,0.9438405797101449,0.9260869565217391,svm,8.9
1,0.9431159420289855,0.9333333333333333,svm,8.9
2,0.9351449275362319,0.9608695652173913,svm,8.9
3,0.9398550724637681,0.9333333333333333,svm,8.9
4,0.9434782608695652,0.9217391304347826,svm,8.9
0,0.9438405797101449,0.9260869565217391,svm,9.0
1,0.9434782608695652,0.9333333333333333,svm,9.0
2,0.9351449275362319,0.9608695652173913,svm,9.0
3,0.9398550724637681,0.9333333333333333,svm,9.0
4,0.9434782608695652,0.9217391304347826,svm,9.0
0,0.9438405797101449,0.9260869565217391,svm,9.1
1,0.9434782608695652,0.9333333333333333,svm,9.1
2,0.9351449275362319,0.9608695652173913,svm,9.1
3,0.9398550724637681,0.9333333333333333,svm,9.1
4,0.9434782608695652,0.9217391304347826,svm,9.1
0,0.9438405797101449,0.9260869565217391,svm,9.200000000000001
1,0.9431159420289855,0.9333333333333333,svm,9.200000000000001
2,0.9351449275362319,0.9608695652173913,svm,9.200000000000001
3,0.9398550724637681,0.9333333333333333,svm,9.200000000000001
4,0.9434782608695652,0.9217391304347826,svm,9.200000000000001
0,0.9438405797101449,0.9260869565217391,svm,9.3
1,0.9431159420289855,0.9333333333333333,svm,9.3
2,0.9351449275362319,0.9608695652173913,svm,9.3
3,0.9398550724637681,0.9333333333333333,svm,9.3
4,0.9431159420289855,0.9217391304347826,svm,9.3
0,0.9434782608695652,0.9260869565217391,svm,9.4
1,0.9431159420289855,0.9333333333333333,svm,9.4
2,0.9351449275362319,0.9623188405797102,svm,9.4
3,0.9398550724637681,0.9333333333333333,svm,9.4
4,0.9431159420289855,0.9217391304347826,svm,9.4
0,0.9434782608695652,0.9260869565217391,svm,9.5
1,0.9427536231884058,0.9333333333333333,svm,9.5
2,0.9351449275362319,0.9608695652173913,svm,9.5
3,0.9398550724637681,0.9333333333333333,svm,9.5
4,0.9431159420289855,0.9217391304347826,svm,9.5
0,0.9434782608695652,0.9260869565217391,svm,9.600000000000001
1,0.9427536231884058,0.9318840579710145,svm,9.600000000000001
2,0.9355072463768116,0.9608695652173913,svm,9.600000000000001
3,0.9405797101449276,0.9347826086956522,svm,9.600000000000001
4,0.9431159420289855,0.9217391304347826,svm,9.600000000000001
0,0.9434782608695652,0.9260869565217391,svm,9.700000000000001
1,0.9427536231884058,0.9318840579710145,svm,9.700000000000001
2,0.9351449275362319,0.9608695652173913,svm,9.700000000000001
3,0.9405797101449276,0.9347826086956522,svm,9.700000000000001
4,0.9431159420289855,0.9217391304347826,svm,9.700000000000001
0,0.9434782608695652,0.9260869565217391,svm,9.8
1,0.9427536231884058,0.9318840579710145,svm,9.8
2,0.9351449275362319,0.9608695652173913,svm,9.8
3,0.9405797101449276,0.9347826086956522,svm,9.8
4,0.9431159420289855,0.9217391304347826,svm,9.8
0,0.9434782608695652,0.9260869565217391,svm,9.9
1,0.9427536231884058,0.9318840579710145,svm,9.9
2,0.9351449275362319,0.9594202898550724,svm,9.9
3,0.9405797101449276,0.9347826086956522,svm,9.9
4,0.9431159420289855,0.9217391304347826,svm,9.9
0,0.9434782608695652,0.9260869565217391,svm,10.0
1,0.9427536231884058,0.9318840579710145,svm,10.0
2,0.9351449275362319,0.9594202898550724,svm,10.0
3,0.9402173913043478,0.9333333333333333,svm,10.0
4,0.9431159420289855,0.9217391304347826,svm,10.0
0,0.9289855072463769,0.9231884057971015,logistic,0.1
1,0.9333333333333333,0.9115942028985508,logistic,0.1
2,0.9239130434782609,0.946376811594203,logistic,0.1
3,0.9278985507246377,0.9333333333333333,logistic,0.1
4,0.9300724637681159,0.9202898550724637,logistic,0.1
0,0.9311594202898551,0.927536231884058,logistic,0.2
1,0.9358695652173913,0.9159420289855073,logistic,0.2
2,0.9282608695652174,0.9492753623188406,logistic,0.2
3,0.9311594202898551,0.9318840579710145,logistic,0.2
4,0.9355072463768116,0.9260869565217391,logistic,0.2
0,0.933695652173913,0.9289855072463769,logistic,0.30000000000000004
1,0.9391304347826087,0.9159420289855073,logistic,0.30000000000000004
2,0.9311594202898551,0.9536231884057971,logistic,0.30000000000000004
3,0.9326086956521739,0.9289855072463769,logistic,0.30000000000000004
4,0.9365942028985508,0.9260869565217391,logistic,0.30000000000000004
0,0.9355072463768116,0.927536231884058,logistic,0.4
1,0.9391304347826087,0.9144927536231884,logistic,0.4
2,0.9304347826086956,0.9565217391304348,logistic,0.4
